22.97	172.08
22.99	217.52
23.01	236.53
23.03	241.24
23.05	283.55
23.07	285.57
23.09	237.95
23.11	252.99
23.13	310.02
23.15	247.36
23.17	194.04
23.19	140.89
23.21	121.03
23.23	102.18
23.25	85.50
23.27	57.90
23.29	88.83
23.31	128.56
23.33	212.38
23.35	346.66
23.37	381.30
23.39	457.18
23.41	456.56
23.43	554.97
23.45	698.16
23.47	546.21
23.49	639.92
23.51	570.34
23.53	685.87
23.55	632.82
23.57	NaN
23.59	NaN
23.61	486.29
23.63	630.95
23.65	626.41
23.67	573.73
23.69	595.60
23.71	492.99
23.73	648.37
23.75	586.00
23.77	891.54
23.79	732.06
23.81	NaN
23.83	643.34
23.85	543.70
23.87	646.14
23.89	603.54
23.91	689.06
23.93	653.53
23.95	583.88
23.97	696.64
23.99	686.02
24.01	759.98
24.03	758.77
24.05	760.50
24.07	NaN
24.09	NaN
24.11	532.03
24.13	419.41
24.15	316.15
24.17	396.52
24.19	418.37
24.21	397.59
24.23	421.52
24.25	341.06
24.27	229.72
24.29	341.70
24.31	336.48
24.33	505.11
24.35	464.90
24.37	417.09
24.39	357.60
24.41	397.96
24.43	379.68
24.45	362.74
24.47	283.68
24.49	297.94
24.51	314.39
24.53	317.82
24.55	273.82
24.57	283.32
24.59	353.22
24.61	397.21
24.63	459.72
24.65	412.91
24.67	451.05
24.69	537.45
24.71	430.91
24.73	535.08
24.75	489.33
24.77	480.33
24.79	500.05
24.81	346.44
24.83	366.16
24.85	465.79
24.87	485.93
24.89	382.50
24.91	319.75
24.93	389.57
24.95	293.09
24.97	234.25
24.99	232.38
25.01	299.32
25.03	353.37
25.05	292.02
25.07	332.57
25.09	419.19
25.11	493.67
25.13	565.88
25.15	619.62
25.17	562.06
25.19	579.08
25.21	713.28
25.23	551.87
25.25	579.27
25.27	606.29
25.29	581.15
25.31	599.46
25.33	615.67
25.35	612.83
25.37	547.54
25.39	676.02
25.41	652.24
25.43	600.34
25.45	742.02
25.47	813.18
25.49	525.64
25.51	626.39
25.53	677.01
25.55	670.27
25.57	646.02
25.59	710.59
25.61	711.09
25.63	851.26
25.65	722.96
25.67	787.92
25.69	854.01
25.71	793.93
25.73	767.34
25.75	736.59
25.77	999.96
25.79	819.71
25.81	818.68
25.83	657.82
25.85	664.11
25.87	676.96
25.89	609.67
25.91	608.57
25.93	530.72
25.95	370.06
25.97	439.70
25.99	457.18
26.01	312.92
26.03	327.02
26.05	399.61
26.07	371.27
26.09	407.16
26.11	273.95
26.13	309.99
26.15	259.53
26.17	279.18
26.19	221.16
26.21	253.57
26.23	258.44
26.25	302.00
26.27	271.83
26.29	265.52
26.31	309.81
26.33	326.99
26.35	352.05
26.37	350.26
26.39	343.02
26.41	316.35
26.43	385.82
26.45	345.73
26.47	315.04
26.49	383.29
26.51	394.21
26.53	365.47
26.55	305.01
26.57	259.64
26.59	281.16
26.61	235.94
26.63	313.50
26.65	442.19
26.67	325.46
26.69	272.12
26.71	268.18
26.73	292.99
26.75	357.56
26.77	310.89
26.79	420.27
26.81	304.27
26.83	346.37
26.85	320.71
26.87	340.04
26.89	385.99
26.91	240.98
26.93	245.48
26.95	263.35
26.97	266.51
26.99	196.05
27.01	254.95
27.03	178.66
27.05	226.78
27.07	210.55
27.09	184.27
27.11	215.70
27.13	185.79
27.15	215.97
27.17	182.15
27.19	207.74
27.21	198.86
27.23	206.28
27.25	299.98
27.27	240.59
27.29	290.40
27.31	270.30
27.33	270.35
27.35	222.05
27.37	341.60
27.39	257.59
27.41	276.85
27.43	286.92
27.45	228.48
27.47	244.39
27.49	162.90
